Portfolio_ID,Date,Asset_Class,Target_Allocation,Current_Allocation,Min_Range,Max_Range,Monthly_Return,Volatility,Risk_Score,Market_Sentiment,Drift_Status,Recommended_Action,Target_User,What_They_Are_Looking_For,Why_They_Matter
PF017,2026-02-18,US Equity,41,48,36,46,-2.71,High,9,Bearish,Above Range,Sell 7%,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF038,2026-02-19,Commodities,6,3,1,11,-2.42,Medium,7,Bullish,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF025,2026-02-20,Cash,5,4,0,10,0.78,Very Low,2,Neutral,Within Range,Hold,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF041,2026-02-21,Bonds,35,40,30,40,-0.42,Low,3,Bullish,Within Range,Hold,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
PF019,2026-02-22,Commodities,10,3,5,15,-1.19,Medium,6,Bullish,Below Range,Buy 7%,Retail Investors,Simple recommendations,Potential future users seeking simplified investment decision support.
PF047,2026-02-23,Cash,3,0,0,8,0.41,Very Low,2,Bearish,Within Range,Hold,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF028,2026-02-24,International Equity,16,15,11,21,5.7,Medium,6,Bullish,Within Range,Hold,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF042,2026-02-25,Cash,7,6,2,12,0.08,Very Low,1,Bearish,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF024,2026-02-26,US Equity,35,41,30,40,6.15,High,8,Neutral,Above Range,Sell 6%,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF033,2026-02-27,International Equity,15,8,10,20,-1.44,Medium,7,Neutral,Below Range,Buy 7%,Retail Investors,Portfolio insights,Potential future users seeking simplified investment decision support.
PF016,2026-02-28,Commodities,11,4,6,16,-0.34,Medium,7,Bullish,Below Range,Buy 7%,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF029,2026-03-01,Cash,3,5,0,8,0.35,Very Low,2,Bullish,Within Range,Hold,Retail Investors,Risk awareness,Potential future users seeking simplified investment decision support.
PF012,2026-03-02,International Equity,20,21,15,25,0.42,Medium,5,Bullish,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF023,2026-03-03,Commodities,7,3,2,12,0.96,Medium,6,Neutral,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF038,2026-03-04,International Equity,13,5,8,18,5.46,Medium,6,Bearish,Below Range,Buy 8%,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF023,2026-03-05,Cash,2,3,0,7,0.17,Very Low,2,Bearish,Within Range,Hold,Portfolio Managers,Allocation visibility,Primary decision-makers responsible for investment allocation and performance.
PF037,2026-03-06,Commodities,14,15,9,19,-2.18,Medium,5,Bullish,Within Range,Hold,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF008,2026-03-07,Bonds,28,21,23,33,1.66,Low,3,Neutral,Below Range,Buy 7%,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF022,2026-03-08,US Equity,47,43,42,52,-4.94,High,9,Neutral,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF039,2026-03-09,US Equity,50,45,45,55,-0.99,High,9,Bullish,Within Range,Hold,Retail Investors,Portfolio insights,Potential future users seeking simplified investment decision support.
PF026,2026-03-10,Bonds,28,34,23,33,1.71,Low,4,Bearish,Above Range,Sell 6%,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF029,2026-03-11,Bonds,31,32,26,36,0.38,Low,4,Bullish,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF001,2026-03-12,Commodities,11,5,6,16,-2.56,Medium,7,Bullish,Below Range,Buy 6%,Financial Researchers,Backtesting datasets,Improve portfolio models and validate investment methodologies.
PF032,2026-03-13,International Equity,18,14,13,23,-2.61,Medium,7,Bullish,Within Range,Hold,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF032,2026-03-14,Cash,2,2,0,7,0.3,Very Low,2,Bearish,Within Range,Hold,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF033,2026-03-15,Bonds,23,26,18,28,1.32,Low,4,Bearish,Within Range,Hold,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF041,2026-03-16,Cash,0,0,0,5,0.32,Very Low,1,Bearish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF044,2026-03-17,Commodities,9,3,4,14,1.14,Medium,7,Neutral,Below Range,Buy 6%,Retail Investors,Risk awareness,Potential future users seeking simplified investment decision support.
PF022,2026-03-18,Commodities,6,9,1,11,4.23,Medium,7,Bearish,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF031,2026-03-19,Bonds,26,24,21,31,2.18,Low,4,Bullish,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF009,2026-03-20,Commodities,7,15,2,12,3.64,Medium,7,Bullish,Above Range,Sell 8%,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF007,2026-03-21,Bonds,29,23,24,34,0.7,Low,3,Bearish,Below Range,Buy 6%,Portfolio Managers,Allocation visibility,Primary decision-makers responsible for investment allocation and performance.
PF043,2026-03-22,US Equity,36,30,31,41,-1.08,High,10,Bullish,Below Range,Buy 6%,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF019,2026-03-23,Commodities,7,10,2,12,-0.48,Medium,5,Bullish,Within Range,Hold,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF028,2026-03-24,Bonds,23,26,18,28,1.79,Low,4,Bullish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF021,2026-03-25,Bonds,33,39,28,38,-0.56,Low,4,Bearish,Above Range,Sell 6%,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF005,2026-03-26,International Equity,17,18,12,22,3.24,Medium,7,Bearish,Within Range,Hold,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF005,2026-03-27,International Equity,20,15,15,25,-0.24,Medium,5,Bearish,Within Range,Hold,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF023,2026-03-28,Commodities,8,3,3,13,-1.67,Medium,6,Neutral,Within Range,Hold,Investment Committees,Investment transparency,Approve investment strategies and oversee governance.
PF007,2026-03-29,International Equity,14,20,9,19,-3.7,Medium,6,Neutral,Above Range,Sell 6%,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF043,2026-03-30,US Equity,37,41,32,42,2.86,High,10,Neutral,Within Range,Hold,Pension Funds,Stable long-term returns,Manage institutional capital and long-term beneficiary obligations.
PF008,2026-03-31,Cash,10,17,5,15,0.49,Very Low,2,Bullish,Above Range,Sell 7%,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF032,2026-04-01,International Equity,17,10,12,22,-4.61,Medium,6,Bullish,Below Range,Buy 7%,Investment Committees,Investment transparency,Approve investment strategies and oversee governance.
PF021,2026-04-02,US Equity,50,58,45,55,-4.28,High,9,Neutral,Above Range,Sell 8%,Retail Investors,Risk awareness,Potential future users seeking simplified investment decision support.
PF023,2026-04-03,US Equity,35,27,30,40,4.95,High,9,Bearish,Below Range,Buy 8%,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF003,2026-04-04,US Equity,42,36,37,47,6.84,High,9,Bullish,Below Range,Buy 6%,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF045,2026-04-05,International Equity,10,2,5,15,6.83,Medium,6,Bullish,Below Range,Buy 8%,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF019,2026-04-06,Bonds,35,32,30,40,1.46,Low,4,Neutral,Within Range,Hold,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF014,2026-04-07,Commodities,14,8,9,19,3.18,Medium,6,Neutral,Below Range,Buy 6%,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF041,2026-04-08,Commodities,13,15,8,18,-2.0,Medium,7,Bearish,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF016,2026-04-09,Cash,7,7,2,12,0.94,Very Low,2,Bearish,Within Range,Hold,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
PF016,2026-04-10,Bonds,33,31,28,38,2.38,Low,4,Bearish,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF009,2026-04-11,US Equity,39,45,34,44,1.31,High,8,Bullish,Above Range,Sell 6%,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF027,2026-04-12,US Equity,43,36,38,48,7.53,High,8,Bearish,Below Range,Buy 7%,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF022,2026-04-13,Commodities,7,15,2,12,5.33,Medium,5,Neutral,Above Range,Sell 8%,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF035,2026-04-14,Cash,2,0,0,7,0.18,Very Low,2,Neutral,Within Range,Hold,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF042,2026-04-15,Commodities,13,12,8,18,5.63,Medium,6,Bearish,Within Range,Hold,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF026,2026-04-16,Cash,4,8,0,9,0.31,Very Low,2,Bearish,Within Range,Hold,Financial Researchers,Backtesting datasets,Improve portfolio models and validate investment methodologies.
PF048,2026-04-17,Commodities,8,5,3,13,5.16,Medium,5,Bullish,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF041,2026-04-18,International Equity,12,20,7,17,-4.2,Medium,6,Bullish,Above Range,Sell 8%,Portfolio Managers,Allocation visibility,Primary decision-makers responsible for investment allocation and performance.
PF021,2026-04-19,International Equity,13,14,8,18,-1.24,Medium,5,Neutral,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF037,2026-04-20,International Equity,12,14,7,17,4.59,Medium,6,Bullish,Within Range,Hold,Financial Researchers,Risk modeling,Improve portfolio models and validate investment methodologies.
PF040,2026-04-21,Bonds,20,19,15,25,2.63,Low,3,Bullish,Within Range,Hold,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF013,2026-04-22,International Equity,15,10,10,20,-4.83,Medium,7,Bullish,Within Range,Hold,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF019,2026-04-23,Commodities,11,9,6,16,2.0,Medium,6,Bearish,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF046,2026-04-24,Commodities,8,14,3,13,-3.14,Medium,6,Bearish,Above Range,Sell 6%,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF017,2026-04-25,International Equity,18,11,13,23,-1.01,Medium,6,Neutral,Below Range,Buy 7%,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF030,2026-04-26,Cash,5,1,0,10,0.97,Very Low,1,Neutral,Within Range,Hold,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF019,2026-04-27,Bonds,30,30,25,35,-0.53,Low,3,Neutral,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF012,2026-04-28,Commodities,11,18,6,16,3.64,Medium,5,Bullish,Above Range,Sell 7%,Portfolio Managers,Allocation visibility,Primary decision-makers responsible for investment allocation and performance.
PF032,2026-04-29,US Equity,50,45,45,55,7.94,High,9,Neutral,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF034,2026-04-30,US Equity,39,40,34,44,-2.65,High,10,Neutral,Within Range,Hold,Risk Management Teams,Exposure monitoring,Ensure portfolio exposure remains within approved risk thresholds.
PF038,2026-05-01,Cash,7,2,2,12,0.89,Very Low,1,Bullish,Within Range,Hold,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF047,2026-05-02,US Equity,45,52,40,50,0.9,High,8,Neutral,Above Range,Sell 7%,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF050,2026-05-03,Cash,4,6,0,9,0.8,Very Low,1,Bearish,Within Range,Hold,Investment Analysts,Performance tracking,Support investment teams using data-driven insights and analytics.
PF023,2026-05-04,International Equity,12,16,7,17,-1.58,Medium,6,Bearish,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF041,2026-05-05,US Equity,46,53,41,51,-1.51,High,9,Neutral,Above Range,Sell 7%,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF030,2026-05-06,International Equity,15,14,10,20,2.77,Medium,7,Neutral,Within Range,Hold,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF033,2026-05-07,International Equity,12,13,7,17,5.1,Medium,7,Neutral,Within Range,Hold,Pension Funds,Stable long-term returns,Manage institutional capital and long-term beneficiary obligations.
PF012,2026-05-08,US Equity,48,48,43,53,-0.38,High,10,Neutral,Within Range,Hold,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
